Current Designation,Department Affiliation,Years of Service,Specialization Areas,Academic Qualifications,Patent Count,Publication Records (Journals),Publication Records (Conferences),Research Project Involvement,Citation Metrics,Core Courses Count (CS),Electives Count (CS),Lab Courses Count (CS),Student Count per Course (CS),Interdisciplinary Courses (Non-CS),Foundation Courses (Non-CS),Student Count per Course (Non-CS),Subject Knowledge (1-10),Teaching Methodology (1-10),Communication Clarity (1-10),Student Engagement (1-10),Doubt Resolution (1-10),Semester-wise Performance Trends (1-10),Implementation of Previous Feedback (1-10),Teaching Innovation Metrics (1-10),Student Success Rates (1-10),Course Completion Effectiveness (1-10),New Designation,Future Designation
2,9,11,0,1,6,33,50,12,8910,4,0,4,66,2,3,95,2,9,7,1,7,8,5,1,9,6,1,5
0,7,12,1,3,3,7,17,17,6466,3,3,4,52,0,3,135,7,8,9,5,9,7,3,3,8,2,0,5
2,6,22,2,3,5,14,45,16,4076,1,0,5,62,3,4,89,10,3,3,7,6,5,7,2,7,4,2,4
0,7,12,1,3,0,1,47,3,6301,3,1,3,28,2,2,96,7,7,8,9,8,6,7,10,7,6,0,5
0,2,19,4,1,0,26,31,6,7439,1,2,3,48,2,4,117,1,7,1,6,3,10,3,6,5,10,0,0
1,8,29,3,2,1,31,34,12,7044,2,1,2,23,3,2,25,4,5,10,7,9,5,7,3,10,4,0,1
0,0,30,5,3,6,27,11,16,5824,5,1,3,131,0,3,149,1,9,4,1,10,6,8,1,7,6,2,1
1,3,14,2,1,1,15,1,11,4060,3,0,4,84,1,2,96,1,6,10,9,1,2,2,10,2,5,1,5
2,2,27,4,3,6,38,17,10,6830,2,0,4,107,3,2,92,9,3,3,2,7,1,1,9,8,5,2,1
1,2,23,5,2,10,34,4,12,293,5,3,2,75,0,2,33,7,10,1,3,8,3,8,9,7,2,0,4
1,2,9,3,3,9,26,1,19,5747,5,1,4,132,0,2,89,9,2,7,2,1,9,1,3,9,1,0,3
2,2,9,4,0,7,47,34,16,790,2,3,4,46,2,3,133,5,10,7,4,7,10,5,10,10,7,0,3
0,8,6,4,0,8,36,44,17,760,3,1,5,70,2,2,84,9,6,8,8,5,5,5,1,1,10,0,3
2,9,14,1,0,4,39,18,0,4833,1,2,2,97,3,4,103,8,2,5,7,3,8,4,8,6,8,0,5
2,3,16,2,2,3,30,26,17,4986,5,0,5,29,1,5,140,2,9,1,10,7,9,5,3,10,9,0,0
1,3,10,2,3,9,0,28,15,1469,5,0,3,109,1,4,40,7,1,8,3,2,2,6,1,3,4,0,5
0,6,18,5,3,1,18,3,14,611,5,3,5,121,2,1,77,1,10,4,8,9,1,3,2,4,8,2,0
0,4,29,1,0,9,26,20,15,1405,3,2,3,148,1,5,84,8,5,2,1,7,2,7,4,6,3,0,1
0,1,20,0,2,2,23,49,15,852,2,3,4,107,2,3,75,6,1,4,7,3,6,2,7,7,1,0,4
1,6,17,0,0,8,46,3,20,299,5,0,4,25,2,1,75,8,10,10,7,5,4,7,2,6,1,0,0
0,8,1,1,2,5,32,17,1,4294,5,1,4,50,2,1,138,2,9,9,7,7,2,7,1,10,8,0,2
0,1,16,2,0,2,38,6,10,6903,3,0,2,69,1,2,81,9,2,6,10,6,8,5,10,8,2,0,0
2,7,24,3,3,3,30,15,13,115,5,2,3,72,0,4,147,9,6,5,1,6,7,6,8,6,7,2,4
1,1,5,3,0,2,13,41,8,5533,4,1,1,80,3,3,144,7,9,4,5,3,2,9,5,7,9,0,3
0,9,8,4,0,1,21,6,3,6534,2,3,5,132,3,2,67,4,2,2,4,8,7,1,7,1,6,0,3
1,1,6,4,1,7,0,39,1,4704,4,3,4,145,0,5,141,8,10,1,5,5,4,2,6,10,3,0,3
1,2,30,5,3,4,49,32,10,3422,3,3,5,89,1,2,61,5,10,3,6,3,9,3,9,5,6,2,1
1,2,14,2,1,1,15,1,11,4060,3,0,4,84,1,2,96,1,6,10,9,1,2,2,10,2,5,1,5
0,2,13,1,3,3,3,27,9,662,3,1,3,118,2,2,32,3,5,2,1,10,5,6,6,6,3,0,5
1,3,23,5,2,2,39,42,3,9715,1,2,1,45,0,4,59,4,9,10,4,10,9,2,10,9,9,0,4
0,9,18,2,1,5,7,38,1,6731,5,1,3,54,1,0,73,2,2,5,9,2,1,9,8,9,2,0,0
1,7,4,4,0,0,37,24,5,4683,1,1,4,33,1,4,34,10,2,7,7,4,3,1,7,6,1,0,2
0,1,25,5,3,6,16,33,12,8635,1,3,5,21,2,4,113,3,1,1,8,9,2,3,2,6,10,2,1
2,7,27,1,2,0,3,14,10,7923,3,2,5,92,1,0,114,5,7,2,4,9,5,10,6,1,3,0,1
2,8,27,0,1,9,12,4,6,5013,5,1,5,39,2,3,130,5,8,10,4,4,6,8,2,10,7,0,1
1,4,8,5,2,10,18,47,8,351,3,3,3,60,0,1,139,7,5,5,2,5,2,5,2,2,4,0,3
2,6,7,0,3,3,37,48,1,1666,1,0,5,141,0,3,85,6,6,3,1,10,4,8,6,3,5,0,3
2,7,16,2,1,1,4,12,14,4851,4,1,1,74,0,5,112,2,4,5,8,9,6,3,3,3,5,0,0
2,0,21,5,0,7,38,31,3,7998,1,3,4,34,1,0,54,3,3,2,8,10,8,6,4,7,5,0,4
1,3,27,5,1,0,9,38,7,2709,4,1,4,26,1,5,143,6,3,7,4,9,2,4,9,5,9,0,1
2,4,30,1,2,5,36,3,12,5910,3,3,4,102,3,1,92,5,5,7,5,3,5,9,10,2,2,0,1
1,4,29,0,2,5,47,49,7,8092,1,2,5,43,1,1,46,8,3,4,6,4,7,10,2,5,9,0,1
2,2,26,5,1,6,8,35,15,4241,4,3,1,56,3,4,99,1,5,4,10,8,3,4,10,10,4,0,1
1,0,9,3,2,9,5,50,5,2520,2,1,3,98,2,4,149,10,9,4,6,3,6,10,5,5,8,0,3
1,6,8,2,3,4,33,42,1,7358,3,3,2,123,3,5,136,3,10,4,9,8,5,10,10,4,7,0,3
0,3,19,2,1,2,29,8,10,6915,2,1,3,26,2,1,25,10,10,3,2,7,8,10,4,9,5,0,0
1,5,17,3,0,4,9,22,20,6599,1,1,2,22,3,0,21,7,7,6,2,5,7,7,6,5,1,0,0
2,2,1,4,2,6,11,31,9,4671,4,1,1,72,3,3,81,2,6,5,8,7,8,9,7,2,3,0,2
2,4,27,0,1,9,12,4,6,5013,5,1,5,39,2,3,130,5,8,10,4,4,6,8,2,10,7,0,1
1,9,27,4,0,3,0,26,12,8221,1,1,2,35,3,0,37,2,4,9,10,3,10,6,6,2,1,0,1
2,8,7,5,1,3,14,24,5,8798,3,1,4,114,2,2,131,7,10,9,3,2,5,8,9,9,4,0,3
0,3,7,0,1,6,38,26,4,382,3,2,1,70,0,1,52,2,5,6,5,9,5,1,7,5,4,0,3
0,3,18,2,1,5,7,38,1,6731,5,1,3,54,1,0,73,2,2,5,9,2,1,9,8,9,2,0,0
0,1,1,2,2,6,1,33,8,2515,1,0,3,80,0,3,79,2,7,4,9,7,5,4,1,6,1,0,2
0,6,17,5,3,3,49,6,0,5682,1,1,4,60,1,4,62,3,4,10,6,1,1,2,6,10,10,2,0
1,4,17,0,2,7,22,18,5,3829,5,3,5,98,1,5,141,9,2,1,3,2,1,3,3,2,7,0,0
2,1,8,4,1,9,28,0,5,3020,5,2,5,95,0,2,42,10,9,4,4,6,8,3,3,10,9,0,3
1,7,20,1,3,4,45,36,11,150,4,2,2,62,2,4,30,4,7,1,10,4,6,3,8,8,9,2,4
1,6,10,1,1,1,50,10,20,8845,1,3,4,68,0,1,131,10,3,2,10,10,9,1,4,4,4,1,5
1,9,29,3,3,10,40,14,7,3364,4,1,3,111,2,1,26,6,2,5,7,3,7,3,10,6,7,2,1
0,4,18,2,2,2,17,36,17,333,5,0,4,49,2,2,29,10,2,4,4,6,3,4,3,1,2,0,0
1,7,10,2,3,9,0,28,15,1469,5,0,3,109,1,4,40,7,1,8,3,2,2,6,1,3,4,0,5
2,5,11,0,1,6,33,50,12,8910,4,0,4,66,2,3,95,2,9,7,1,7,8,5,1,9,6,1,5
0,4,1,2,2,6,1,33,8,2515,1,0,3,80,0,3,79,2,7,4,9,7,5,4,1,6,1,0,2
2,5,16,5,0,7,35,23,19,6710,2,1,4,143,0,2,122,6,3,5,1,9,1,7,10,6,4,0,0
0,9,2,0,0,3,11,19,6,8762,5,3,5,48,0,4,105,7,4,1,10,3,2,5,9,3,2,0,2
2,8,27,1,2,0,3,14,10,7923,3,2,5,92,1,0,114,5,7,2,4,9,5,10,6,1,3,0,1
1,5,7,0,1,10,5,7,13,2477,4,1,5,116,1,1,82,8,8,1,1,9,1,8,4,3,6,0,3
2,7,5,1,3,8,7,12,8,2728,4,1,4,93,2,0,40,2,9,5,4,1,4,2,4,10,10,0,3
0,1,13,3,2,6,10,16,17,7052,3,2,4,148,2,3,67,2,2,1,7,9,10,1,4,6,9,1,5
0,8,28,3,3,3,32,15,18,1929,2,0,3,144,2,3,141,6,7,10,5,5,2,2,7,2,5,2,1
1,6,17,1,0,5,26,46,4,1083,5,3,5,48,1,1,95,2,9,6,7,2,4,9,1,10,1,0,0
0,8,6,3,0,4,38,1,19,2764,4,3,2,63,1,3,88,9,10,6,1,7,9,7,5,4,10,0,3
2,5,15,3,1,7,38,20,2,6468,3,0,4,148,2,5,72,10,1,10,5,1,1,3,7,7,5,0,0
0,9,6,3,0,9,28,23,19,4269,5,3,2,110,1,1,93,1,7,5,4,3,9,2,10,2,10,0,3
1,1,6,0,3,0,4,25,19,8094,5,1,5,26,2,1,75,7,3,7,7,8,4,4,4,10,10,0,3
0,6,3,2,0,2,39,3,17,757,3,3,4,83,3,2,116,7,9,2,2,6,4,9,2,3,10,0,2
1,4,23,0,0,0,49,47,20,8596,5,0,1,60,1,0,115,6,3,2,4,5,1,1,1,9,10,0,4
1,7,25,2,2,5,6,45,13,8593,1,3,4,134,0,3,21,3,1,10,4,7,7,9,4,8,1,0,1
2,4,19,4,2,6,7,6,13,7440,4,0,4,112,2,2,126,9,10,10,9,3,9,8,4,4,7,0,0
2,4,18,1,1,9,12,46,8,7722,4,1,4,27,3,0,72,1,3,6,10,1,10,8,7,2,2,0,0
0,7,2,0,0,3,11,19,6,8762,5,3,5,48,0,4,105,7,4,1,10,3,2,5,9,3,2,0,2
1,3,9,3,2,9,5,50,5,2520,2,1,3,98,2,4,149,10,9,4,6,3,6,10,5,5,8,0,3
2,8,26,1,3,9,33,37,7,9151,2,1,3,106,2,0,45,8,4,8,2,6,1,4,10,8,3,2,1
0,6,6,4,0,8,36,44,17,760,3,1,5,70,2,2,84,9,6,8,8,5,5,5,1,1,10,0,3
2,0,17,4,2,10,30,18,14,6663,2,0,3,107,2,1,133,4,5,2,6,8,10,1,9,3,2,0,0
1,7,27,4,0,3,0,26,12,8221,1,1,2,35,3,0,37,2,4,9,10,3,10,6,6,2,1,0,1
2,7,27,0,1,9,12,4,6,5013,5,1,5,39,2,3,130,5,8,10,4,4,6,8,2,10,7,0,1
1,5,16,3,2,4,45,1,5,1445,1,0,3,25,2,2,61,8,6,10,5,3,2,10,10,2,2,0,0
0,9,5,1,3,10,41,29,4,7478,4,0,3,133,0,0,101,4,6,9,10,2,5,6,3,5,5,0,3
1,8,18,0,1,5,22,37,12,2806,5,1,4,81,2,1,84,1,3,6,10,7,1,6,6,4,8,0,0
2,7,29,1,1,10,21,25,19,6414,5,2,4,116,0,0,42,4,8,8,5,7,10,1,10,4,5,0,1
1,3,6,2,1,8,21,1,6,3064,3,1,2,54,0,1,58,1,8,9,4,6,4,7,2,8,1,0,3
1,9,5,3,2,2,48,6,9,8710,5,2,4,106,3,0,26,4,6,8,4,8,10,8,10,9,1,0,3
0,6,20,2,2,2,47,24,10,6413,2,2,4,34,1,4,81,9,7,2,1,10,6,2,4,10,7,0,4
1,2,15,2,1,7,16,0,7,5729,3,1,4,85,3,3,74,10,1,7,3,3,8,2,9,2,6,0,0
1,0,4,4,0,0,37,24,5,4683,1,1,4,33,1,4,34,10,2,7,7,4,3,1,7,6,1,0,2
1,0,8,5,0,8,27,20,12,7997,2,2,1,89,1,4,90,3,8,1,3,2,2,2,6,1,5,0,3
1,4,15,1,2,7,26,27,17,3661,5,1,2,115,3,0,20,1,7,10,5,2,7,2,8,5,7,0,0
0,8,3,5,2,4,13,2,8,5208,5,3,5,60,0,3,131,2,3,1,6,4,3,10,6,4,1,0,2
0,0,18,2,2,2,17,36,17,333,5,0,4,49,2,2,29,10,2,4,4,6,3,4,3,1,2,0,0
2,9,19,0,3,7,12,15,0,6079,1,3,3,133,1,2,122,8,10,8,7,4,8,2,5,6,1,2,0
2,6,26,5,3,4,40,13,10,6491,3,2,1,119,1,2,124,1,2,9,7,9,6,2,3,9,8,2,1
1,1,28,4,2,10,32,38,6,7159,3,2,4,65,0,5,65,9,9,3,6,10,7,9,1,1,4,0,1
2,4,9,1,1,7,14,15,14,1005,5,3,4,40,0,1,79,2,6,1,8,1,8,7,4,2,6,0,3
2,7,9,5,0,5,15,35,11,5899,5,1,5,45,0,1,69,3,3,9,5,4,10,5,10,5,7,0,3
0,8,18,5,3,1,18,3,14,611,5,3,5,121,2,1,77,1,10,4,8,9,1,3,2,4,8,2,0
1,6,21,5,1,10,41,9,20,9079,5,3,3,44,2,2,126,2,5,10,3,3,3,6,3,4,3,0,4
1,1,17,3,0,4,9,22,20,6599,1,1,2,22,3,0,21,7,7,6,2,5,7,7,6,5,1,0,0
1,8,26,2,2,1,24,7,9,2165,5,0,5,20,0,4,65,4,5,2,5,8,9,10,7,7,2,0,1
2,9,14,5,1,8,24,14,7,9447,1,1,3,89,1,5,37,5,3,4,3,2,6,1,8,2,3,1,5
0,3,24,0,3,2,45,0,20,962,5,1,4,51,2,4,49,6,2,9,6,2,7,7,7,4,4,2,4
1,9,13,1,0,5,21,15,15,7961,2,2,3,98,1,5,148,8,8,10,5,9,8,5,10,6,8,0,5
2,3,11,5,2,1,42,8,14,5612,5,1,2,75,3,1,40,4,9,3,2,2,8,5,10,3,3,1,5
2,6,15,5,2,9,42,49,17,4266,2,2,1,138,2,4,28,4,9,6,6,9,8,7,6,4,10,0,0
2,4,29,2,0,1,46,44,0,4746,1,0,2,32,2,2,37,4,1,7,8,3,7,3,10,1,7,0,1
0,4,13,3,2,6,10,16,17,7052,3,2,4,148,2,3,67,2,2,1,7,9,10,1,4,6,9,1,5
1,5,20,2,1,4,7,3,14,5190,4,3,4,86,2,1,97,7,7,10,2,5,4,2,3,2,4,0,4
1,9,22,0,1,4,45,37,4,8385,1,2,2,60,0,4,28,3,9,3,7,8,9,3,2,8,5,0,4
1,4,11,4,3,7,31,44,15,1967,2,0,4,126,3,0,91,9,4,7,7,9,5,8,7,10,3,0,5
1,4,30,3,1,2,3,16,6,5705,5,1,1,67,3,4,39,8,8,5,6,1,10,9,8,3,10,0,1
1,7,7,3,2,6,46,39,10,5470,5,0,1,32,1,1,61,8,6,10,8,5,4,1,8,6,3,0,3
0,1,12,0,1,3,13,43,3,7182,4,2,1,136,2,3,129,3,8,8,2,7,2,1,4,8,2,1,5
1,8,9,3,2,9,5,50,5,2520,2,1,3,98,2,4,149,10,9,4,6,3,6,10,5,5,8,0,3
1,9,16,3,2,4,45,1,5,1445,1,0,3,25,2,2,61,8,6,10,5,3,2,10,10,2,2,0,0
1,9,12,4,0,8,2,44,16,701,3,0,1,57,0,0,101,9,5,6,7,8,10,5,4,4,2,0,5
0,6,4,1,1,1,8,18,0,3045,5,1,4,78,0,4,47,5,6,8,3,8,5,3,7,7,7,0,2
0,9,4,1,1,1,8,18,0,3045,5,1,4,78,0,4,47,5,6,8,3,8,5,3,7,7,7,0,2
2,4,7,1,0,8,38,28,4,2567,1,2,2,41,1,4,95,3,10,6,4,4,2,7,2,4,10,0,3
1,3,12,4,0,8,2,44,16,701,3,0,1,57,0,0,101,9,5,6,7,8,10,5,4,4,2,0,5
0,7,16,0,1,4,0,6,16,5536,1,1,2,60,3,4,92,6,2,7,10,2,6,2,3,2,6,0,0
0,7,27,1,2,8,12,44,8,6999,2,1,5,34,0,2,127,4,1,2,1,5,6,3,10,9,9,0,1
1,9,18,1,1,10,48,44,18,832,4,2,1,70,0,4,106,2,8,6,1,8,4,5,3,5,10,0,0
0,9,29,2,1,6,7,12,9,6424,4,1,1,111,3,1,149,1,6,6,5,9,6,1,8,9,9,0,1
1,1,15,2,1,7,16,0,7,5729,3,1,4,85,3,3,74,10,1,7,3,3,8,2,9,2,6,0,0
0,9,16,0,1,4,0,6,16,5536,1,1,2,60,3,4,92,6,2,7,10,2,6,2,3,2,6,0,0
2,5,26,1,3,9,33,37,7,9151,2,1,3,106,2,0,45,8,4,8,2,6,1,4,10,8,3,2,1
1,2,25,5,0,9,48,6,18,6261,4,1,4,31,1,4,139,3,2,7,9,2,6,3,10,9,10,0,1
2,1,24,5,0,5,0,44,7,8459,2,2,4,117,2,1,135,10,6,7,9,10,9,8,5,4,3,0,4
2,5,20,0,2,9,42,20,2,60,2,2,4,106,3,1,78,1,10,2,8,4,8,1,9,1,7,0,4
1,8,3,5,2,5,8,44,17,8456,3,2,2,34,0,0,145,1,6,9,6,7,10,10,1,9,3,0,2
2,9,30,0,0,4,39,33,7,9686,2,3,2,88,2,0,42,10,5,8,4,4,3,8,10,2,1,0,1
0,8,30,5,3,6,27,11,16,5824,5,1,3,131,0,3,149,1,9,4,1,10,6,8,1,7,6,2,1
1,3,4,2,0,9,14,43,7,183,1,3,1,129,1,1,82,4,3,10,3,3,2,5,4,1,7,0,2
0,2,25,5,3,6,16,33,12,8635,1,3,5,21,2,4,113,3,1,1,8,9,2,3,2,6,10,2,1
0,0,18,3,3,3,50,6,10,8184,4,2,3,116,3,1,83,6,6,3,10,3,10,1,4,3,3,2,0
1,3,6,4,1,7,0,39,1,4704,4,3,4,145,0,5,141,8,10,1,5,5,4,2,6,10,3,0,3
1,2,9,0,0,2,45,2,5,9283,5,3,3,85,0,1,79,2,6,6,7,3,8,6,6,7,2,0,3
0,0,13,3,2,6,10,16,17,7052,3,2,4,148,2,3,67,2,2,1,7,9,10,1,4,6,9,1,5
2,8,29,0,1,7,46,6,9,5184,4,0,3,142,1,5,82,10,3,1,7,10,5,3,8,4,7,0,1
2,5,23,3,2,9,0,20,18,8965,1,0,4,63,1,2,117,3,8,7,4,4,3,4,10,10,1,0,4
2,0,9,4,0,7,47,34,16,790,2,3,4,46,2,3,133,5,10,7,4,7,10,5,10,10,7,0,3
2,0,16,5,0,7,35,23,19,6710,2,1,4,143,0,2,122,6,3,5,1,9,1,7,10,6,4,0,0
2,3,15,2,2,5,19,3,0,7249,5,0,2,96,1,0,81,7,7,1,9,8,9,9,8,5,2,0,0
2,7,13,2,1,2,41,39,14,409,4,2,3,36,2,2,44,5,1,3,3,5,7,1,7,1,8,1,5
0,1,20,0,2,2,23,49,15,852,2,3,4,107,2,3,75,6,1,4,7,3,6,2,7,7,1,0,4
0,3,30,5,3,6,27,11,16,5824,5,1,3,131,0,3,149,1,9,4,1,10,6,8,1,7,6,2,1
1,3,20,2,1,4,7,3,14,5190,4,3,4,86,2,1,97,7,7,10,2,5,4,2,3,2,4,0,4
0,4,8,1,0,9,8,35,5,9751,3,1,5,36,2,4,39,1,8,5,2,5,2,8,7,9,4,0,3
0,0,30,5,3,6,27,11,16,5824,5,1,3,131,0,3,149,1,9,4,1,10,6,8,1,7,6,2,1
1,3,9,3,3,9,26,1,19,5747,5,1,4,132,0,2,89,9,2,7,2,1,9,1,3,9,1,0,3
1,7,19,3,3,1,30,4,7,2193,4,3,5,147,0,1,22,1,8,8,3,3,8,7,7,1,8,2,0
0,6,23,1,0,7,8,13,2,6011,2,2,1,80,0,2,56,8,8,3,1,5,6,4,5,9,5,0,4
1,6,5,4,0,2,18,37,10,5058,1,2,4,81,1,1,24,3,10,2,3,4,6,3,9,5,7,0,3
0,8,22,4,1,8,0,45,8,626,2,1,2,24,0,0,33,10,4,6,8,2,5,7,4,8,6,0,4
0,6,11,1,3,6,20,21,7,3979,1,1,2,92,2,5,129,10,5,3,1,10,3,2,1,1,3,0,5
2,6,19,3,2,3,50,11,13,3523,5,1,5,61,3,2,79,6,3,5,9,9,3,5,4,10,10,0,0
2,2,22,3,0,9,19,46,12,3045,4,3,1,103,3,5,69,8,3,6,2,7,1,10,8,3,1,0,4
1,0,5,4,2,1,44,2,20,6042,3,1,5,95,3,2,110,8,9,7,9,5,10,8,5,1,4,0,3
2,5,23,1,1,9,14,46,12,2443,2,1,2,116,2,0,27,9,8,3,6,5,3,7,8,8,8,0,4
2,6,29,1,1,10,21,25,19,6414,5,2,4,116,0,0,42,4,8,8,5,7,10,1,10,4,5,0,1
1,1,21,3,3,9,45,22,15,951,1,3,2,74,1,3,103,4,6,2,5,3,5,7,5,7,6,2,4
0,3,22,4,2,5,16,23,17,500,2,1,1,111,3,2,123,4,10,1,4,10,8,8,8,6,8,0,4
2,7,9,2,1,5,49,46,19,8726,4,1,4,83,1,1,60,10,3,10,6,8,9,6,7,8,6,0,3
1,8,7,5,3,7,38,19,9,201,5,0,2,95,0,3,21,10,2,10,1,5,5,3,1,4,4,0,3
2,9,5,3,2,3,18,40,20,8859,5,2,1,56,2,4,118,9,8,6,7,1,6,10,5,5,1,0,3
0,1,17,1,3,7,46,29,7,3533,4,3,5,133,0,0,77,7,8,5,6,5,7,4,2,4,2,2,0
2,5,1,0,1,10,43,28,20,4866,1,1,1,123,0,4,68,2,7,2,7,3,10,3,6,10,10,0,2
0,6,11,1,1,4,31,47,12,109,1,0,3,105,2,1,141,6,8,4,9,3,10,2,6,7,10,1,5
2,9,13,2,1,8,47,33,19,2067,1,1,5,41,2,0,127,4,5,10,10,5,5,7,3,3,2,1,5
2,9,30,3,0,1,29,3,19,8428,5,3,3,62,0,1,113,2,1,7,8,5,2,7,7,6,9,0,1
1,5,5,5,1,5,8,39,6,9173,5,0,2,46,1,1,92,7,10,7,3,1,2,1,7,3,4,0,3
2,3,21,4,3,5,36,10,1,462,5,0,4,62,1,4,64,10,1,9,3,9,4,6,3,3,1,2,4
0,6,1,5,1,0,24,2,5,888,4,2,2,142,3,4,50,6,4,9,2,4,2,7,4,2,7,0,2
2,8,14,1,1,10,1,12,19,7934,2,0,2,95,0,5,38,5,5,4,2,8,5,4,3,8,3,1,5
1,8,11,4,3,7,31,44,15,1967,2,0,4,126,3,0,91,9,4,7,7,9,5,8,7,10,3,0,5
2,4,12,5,3,9,10,25,17,1003,4,2,2,102,2,0,32,5,5,10,5,6,3,5,2,10,1,0,5
2,2,22,0,2,4,47,10,5,5320,3,2,2,94,3,5,107,5,1,6,3,2,1,3,1,3,6,0,4
0,2,5,3,1,2,9,6,12,5675,3,1,1,132,3,4,50,2,1,8,1,6,8,3,10,2,9,0,3
2,7,2,4,1,5,21,32,10,7745,3,2,5,135,3,1,84,3,8,8,6,9,7,10,4,6,9,0,2
2,0,9,2,1,1,6,43,18,796,4,3,2,26,2,1,55,7,10,9,7,9,2,7,2,1,2,0,3
1,5,29,0,2,5,47,49,7,8092,1,2,5,43,1,1,46,8,3,4,6,4,7,10,2,5,9,0,1
1,2,8,2,3,4,33,42,1,7358,3,3,2,123,3,5,136,3,10,4,9,8,5,10,10,4,7,0,3
1,9,17,4,1,4,34,6,2,5119,5,0,5,31,2,2,65,5,6,9,5,3,1,9,1,7,3,0,0
2,5,29,0,1,7,46,6,9,5184,4,0,3,142,1,5,82,10,3,1,7,10,5,3,8,4,7,0,1
0,3,18,3,0,8,17,0,13,6575,1,1,1,62,2,4,55,9,2,10,1,3,9,9,3,5,4,0,0
1,2,4,4,0,0,37,24,5,4683,1,1,4,33,1,4,34,10,2,7,7,4,3,1,7,6,1,0,2
2,6,19,0,3,7,12,15,0,6079,1,3,3,133,1,2,122,8,10,8,7,4,8,2,5,6,1,2,0
2,5,21,4,2,4,10,29,18,2762,3,1,2,113,0,5,46,6,1,9,1,1,6,9,4,2,8,0,4
2,4,6,0,1,0,19,12,15,1260,1,0,2,76,3,0,69,4,2,4,5,3,6,7,9,10,7,0,3
1,7,15,1,1,4,49,24,9,9829,2,1,2,72,1,5,79,9,2,10,1,8,5,8,10,7,2,0,0
1,7,8,5,0,8,27,20,12,7997,2,2,1,89,1,4,90,3,8,1,3,2,2,2,6,1,5,0,3
1,5,3,5,2,5,8,44,17,8456,3,2,2,34,0,0,145,1,6,9,6,7,10,10,1,9,3,0,2
1,3,22,4,0,5,24,31,1,3429,5,2,4,119,2,0,73,9,10,1,4,4,9,3,3,8,10,0,4
2,4,22,3,2,7,39,39,13,1318,2,2,3,63,1,3,106,3,5,4,3,10,8,4,5,4,10,0,4
1,0,21,1,0,6,40,36,6,9134,4,3,4,34,0,4,49,1,8,1,5,2,9,3,2,10,9,0,4
1,5,12,2,3,1,30,31,9,325,5,0,5,78,2,1,27,3,7,5,1,7,8,1,2,7,2,0,5
1,5,19,1,1,4,13,2,8,8846,5,3,4,90,2,2,100,3,3,7,10,7,4,7,8,9,10,0,0
0,6,19,4,1,0,26,31,6,7439,1,2,3,48,2,4,117,1,7,1,6,3,10,3,6,5,10,0,0
0,5,20,1,2,7,49,16,10,8403,2,3,4,146,0,0,141,1,4,2,6,1,7,10,8,9,9,0,4
0,6,29,0,3,10,23,17,12,1978,1,3,1,52,1,2,115,2,3,8,7,2,8,2,2,6,6,2,1
2,4,7,0,3,3,37,48,1,1666,1,0,5,141,0,3,85,6,6,3,1,10,4,8,6,3,5,0,3
0,4,10,0,0,0,17,43,12,1648,4,2,5,38,3,4,136,2,2,10,2,10,3,8,4,3,4,0,5
1,9,6,0,3,0,4,25,19,8094,5,1,5,26,2,1,75,7,3,7,7,8,4,4,4,10,10,0,3
2,9,4,1,1,1,28,30,7,4811,3,3,4,40,1,4,117,8,3,9,8,3,4,4,10,2,9,0,2
0,1,8,4,0,1,21,6,3,6534,2,3,5,132,3,2,67,4,2,2,4,8,7,1,7,1,6,0,3
0,5,12,1,3,0,1,47,3,6301,3,1,3,28,2,2,96,7,7,8,9,8,6,7,10,7,6,0,5
0,6,3,5,2,4,13,2,8,5208,5,3,5,60,0,3,131,2,3,1,6,4,3,10,6,4,1,0,2
2,4,5,4,0,8,37,10,16,4309,1,1,2,28,1,2,79,2,3,8,10,3,2,3,6,10,10,0,3
1,9,25,5,0,9,48,6,18,6261,4,1,4,31,1,4,139,3,2,7,9,2,6,3,10,9,10,0,1
2,5,24,5,0,5,0,44,7,8459,2,2,4,117,2,1,135,10,6,7,9,10,9,8,5,4,3,0,4
2,4,25,0,0,0,49,41,8,1313,3,0,4,45,2,3,139,1,7,10,1,5,1,5,8,7,5,0,1
1,1,23,5,2,10,34,4,12,293,5,3,2,75,0,2,33,7,10,1,3,8,3,8,9,7,2,0,4
2,1,23,1,1,9,14,46,12,2443,2,1,2,116,2,0,27,9,8,3,6,5,3,7,8,8,8,0,4
0,1,20,2,1,10,50,21,17,7488,3,3,4,43,0,0,56,8,5,10,10,2,10,1,8,5,1,0,4
0,9,25,5,0,1,1,45,3,8075,2,0,3,73,2,3,134,3,5,9,9,3,4,3,8,1,7,0,1
2,8,29,0,3,1,9,23,4,2647,1,2,1,39,1,0,131,1,4,5,10,1,8,5,2,6,3,2,1
1,0,25,3,2,6,47,49,15,6087,4,3,1,34,0,4,141,3,7,10,3,7,10,6,7,6,5,0,1
0,7,9,3,0,10,42,31,1,6018,5,0,1,59,0,0,75,5,5,6,4,3,2,10,8,5,1,0,3
1,2,12,4,3,9,1,11,15,1824,3,3,2,139,1,2,29,3,4,5,6,2,3,10,1,1,9,0,5
2,1,7,1,1,2,8,15,20,8583,5,2,5,137,1,2,145,7,5,2,7,9,4,10,7,10,5,0,3
2,1,30,4,2,9,50,46,3,8501,1,2,3,101,3,2,57,6,7,6,8,2,6,4,5,10,5,0,1
